LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
1776,20171223-23:59:0:135,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1777,20171224-0:0:0:215,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1778,20171224-0:0:0:216,Step_StandStepDataManager,30002312,theDayChanged 1514044800216,NONE,NONE,[]
1779,20171224-0:0:0:218,Step_StandStepDataManager,30002312,initEnviroument,NONE,NONE,[]
1780,20171224-0:0:0:218,Step_SPUtils,30002312,getStepCounterStatus,NONE,NONE,[]
1781,20171224-0:0:0:218,Step_SPUtils,30002312, getStepCounterStatus= true,0abafcf6,<*> <*> = <*>,"['getStepCounterStatus', 'true']"
1782,20171224-0:0:0:218,Step_StandStepCounter,30002312,reStartStepCounter,NONE,NONE,[]
1783,20171224-0:0:0:223,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1784,20171224-0:0:0:226,Step_StandStepCounter,30002312,registersensorsuccess: true,NONE,NONE,[]
1785,20171224-0:0:0:227,Step_DataCache,30002312,clear(),NONE,NONE,[]
1786,20171224-0:0:0:228,Step_SPUtils,30002312, getTodayBasicStandardSteps= 1514018661124##0##3428,0abafcf6,<*> <*> = <*>,"['getTodayBasicStandardSteps', '1514018661124##0##3428']"
1787,20171224-0:0:0:229,Step_StandStepDataManager,30002312,tryToRecordAsBasicStepData bWrite true,NONE,NONE,[]
1788,20171224-0:0:0:229,Step_SPUtils,30002312, getDiffTotalSteps= 1513958400215##0,0abafcf6,<*> <*> = <*>,"['getDiffTotalSteps', '1513958400215##0']"
1789,20171224-0:0:0:229,Step_SPUtils,30002312,setBasicStandardSteps basicStandardStep=3786 restartSteps=0,NONE,NONE,[]
1790,20171224-0:0:0:232,Step_SPUtils,30002312,setDiffTotalSteps=0,NONE,NONE,[]
1791,20171224-0:0:0:233,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044560000##7214##549659##8661##16256##33306763']"
1792,20171224-0:0:0:233,Step_SPUtils,30002312, getTodayBasicStandardSteps= 1514044800223##3786##0,0abafcf6,<*> <*> = <*>,"['getTodayBasicStandardSteps', '1514044800223##3786##0']"
1793,20171224-0:0:0:233,Step_SPUtils,30002312, getDiffTotalSteps= 1514044800231##0,0abafcf6,<*> <*> = <*>,"['getDiffTotalSteps', '1514044800231##0']"
1794,20171224-0:0:0:234,Step_StandStepDataManager,30002312,tryToReloadTodayBasicSteps1514044800223|3786|0|0,NONE,NONE,[]
1795,20171224-0:0:0:234,Step_StandStepDataManager,30002312,reload : 3786 restar 0,828ebfee,<*> : <*> <*> <*>,"['reload', '3786 restar 0']"
1796,20171224-0:0:0:234,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044560000##7214##549659##8661##16256##33306763,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044560000##7214##549659##8661##16256##33306763']"
1797,20171224-0:0:0:234,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444553,NONE,NONE,[]
1798,20171224-0:0:0:235,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1799,20171224-0:0:0:235,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1800,20171224-0:0:0:236,Step_StandReportReceiver,30002312,REPORT : 0 0 0 0,828ebfee,<*> : <*> <*> <*>,"['REPORT', '0 0 0 0']"
1801,20171224-0:0:0:237,Step_HGNH,30002312,next day:steps0mLastReport7214,NONE,NONE,[]
1802,20171224-0:0:0:237,Step_SPUtils,30002312,setGoalNotifiShownRecord 1514044800237 false,NONE,NONE,[]
1803,20171224-0:0:0:240,Step_HGNH,30002312,closeNotification...,NONE,NONE,[]
1804,20171224-0:0:0:240,Step_NotificationUtil,30002312,deleteHealthNotification(),NONE,NONE,[]
1805,20171224-0:0:0:323,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1806,20171224-0:0:0:329,Step_LSC,30002312,onExtend:1514044801000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['44801', '0']"
1807,20171224-0:0:0:624,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444553,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044740000##0##549659##8661##16256##33444553']"
1808,20171224-0:0:0:624,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33444943,NONE,NONE,[]
1809,20171224-0:0:0:628,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1810,20171224-0:0:0:628,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1811,20171224-0:0:5:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1812,20171224-0:0:5:152,Step_LSC,30002312,onExtend:1514044805000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['44805', '5']"
1813,20171224-0:0:5:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33444943,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044740000##0##549659##8661##16256##33444943']"
1814,20171224-0:0:5:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33449757,NONE,NONE,[]
1815,20171224-0:0:5:444,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1816,20171224-0:0:5:444,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1817,20171224-0:0:6:144,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1818,20171224-0:0:6:149,Step_LSC,30002312,onExtend:1514044806000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['44806', '0']"
1819,20171224-0:0:6:445,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33449757,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044740000##0##549659##8661##16256##33449757']"
1820,20171224-0:0:6:445,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514044740000##0##549659##8661##16256##33450764,NONE,NONE,[]
1821,20171224-0:0:6:451,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1822,20171224-0:0:6:451,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1823,20171224-0:1:0:154,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1824,20171224-0:2:0:169,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1825,20171224-0:3:0:124,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1826,20171224-0:4:0:136,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1827,20171224-0:5:0:128,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1828,20171224-0:5:22:473,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1829,20171224-0:5:22:478,Step_LSC,30002312,onExtend:1514045123000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45123', '0']"
1830,20171224-0:5:22:774,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514044740000##0##549659##8661##16256##33450764,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514044740000##0##549659##8661##16256##33450764']"
1831,20171224-0:5:22:774,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045040000##0##549659##8661##16256##33767093,NONE,NONE,[]
1832,20171224-0:5:22:779,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1833,20171224-0:5:22:779,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1834,20171224-0:6:0:153,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1835,20171224-0:6:16:562,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1836,20171224-0:6:16:574,Step_LSC,30002312,onExtend:1514045177000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45177', '0']"
1837,20171224-0:6:16:863,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045040000##0##549659##8661##16256##33767093,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045040000##0##549659##8661##16256##33767093']"
1838,20171224-0:6:16:864,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045100000##0##549659##8661##16256##33821183,NONE,NONE,[]
1839,20171224-0:6:16:871,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1840,20171224-0:6:16:871,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1841,20171224-0:7:0:125,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1842,20171224-0:7:2:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1843,20171224-0:7:2:150,Step_LSC,30002312,onExtend:1514045222000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45222', '5']"
1844,20171224-0:7:2:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045100000##0##549659##8661##16256##33821183,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045100000##0##549659##8661##16256##33821183']"
1845,20171224-0:7:2:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33866758,NONE,NONE,[]
1846,20171224-0:7:2:445,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1847,20171224-0:7:2:445,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1848,20171224-0:7:4:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1849,20171224-0:7:4:153,Step_LSC,30002312,onExtend:1514045224000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45224', '0']"
1850,20171224-0:7:4:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33866758,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045160000##0##549659##8661##16256##33866758']"
1851,20171224-0:7:4:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33868758,NONE,NONE,[]
1852,20171224-0:7:4:447,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1853,20171224-0:7:4:447,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1854,20171224-0:7:20:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1855,20171224-0:7:20:149,Step_LSC,30002312,onExtend:1514045240000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45240', '5']"
1856,20171224-0:7:20:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33868758,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045160000##0##549659##8661##16256##33868758']"
1857,20171224-0:7:20:439,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33884757,NONE,NONE,[]
1858,20171224-0:7:20:444,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1859,20171224-0:7:20:444,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1860,20171224-0:7:21:138,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1861,20171224-0:7:21:149,Step_LSC,30002312,onExtend:1514045241000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45241', '0']"
1862,20171224-0:7:21:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33884757,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045160000##0##549659##8661##16256##33884757']"
1863,20171224-0:7:21:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045160000##0##549659##8661##16256##33885759,NONE,NONE,[]
1864,20171224-0:7:21:447,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1865,20171224-0:7:21:447,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1866,20171224-0:8:0:141,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1867,20171224-0:9:0:135,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1868,20171224-0:9:4:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1869,20171224-0:9:4:148,Step_LSC,30002312,onExtend:1514045344000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45344', '5']"
1870,20171224-0:9:4:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045160000##0##549659##8661##16256##33885759,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045160000##0##549659##8661##16256##33885759']"
1871,20171224-0:9:4:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33988760,NONE,NONE,[]
1872,20171224-0:9:4:460,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1873,20171224-0:9:4:460,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1874,20171224-0:9:6:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1875,20171224-0:9:6:148,Step_LSC,30002312,onExtend:1514045346000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45346', '0']"
1876,20171224-0:9:6:442,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045280000##0##549659##8661##16256##33988760,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045280000##0##549659##8661##16256##33988760']"
1877,20171224-0:9:6:442,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##33990761,NONE,NONE,[]
1878,20171224-0:9:6:450,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1879,20171224-0:9:6:450,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1880,20171224-0:9:34:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1881,20171224-0:9:34:153,Step_LSC,30002312,onExtend:1514045374000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45374', '5']"
1882,20171224-0:9:34:439,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045280000##0##549659##8661##16256##33990761,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045280000##0##549659##8661##16256##33990761']"
1883,20171224-0:9:34:440,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34018758,NONE,NONE,[]
1884,20171224-0:9:34:446,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1885,20171224-0:9:34:446,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1886,20171224-0:9:35:137,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1887,20171224-0:9:35:148,Step_LSC,30002312,onExtend:1514045375000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45375', '0']"
1888,20171224-0:9:35:440,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045280000##0##549659##8661##16256##34018758,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045280000##0##549659##8661##16256##34018758']"
1889,20171224-0:9:35:441,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045280000##0##549659##8661##16256##34019759,NONE,NONE,[]
1890,20171224-0:9:35:448,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
1891,20171224-0:9:35:448,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=0,cbcd504a,calculateAltitudeWithCache <*>,"['t', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '0']"
1892,20171224-0:10:0:183,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1893,20171224-0:10:9:136,Step_LSC,30002312,onStandStepChanged 3786,93067dc4,onStandStepChanged <*>,"['3', '7', '8', '6']"
1894,20171224-0:10:9:143,Step_LSC,30002312,onExtend:1514045409000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['45409', '5']"
1895,20171224-0:10:9:438,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514045280000##0##549659##8661##16256##34019759,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514045280000##0##549659##8661##16256##34019759']"
1896,20171224-0:10:9:438,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514045340000##0##549659##8661##16256##34053757,NONE,NONE,[]
1897,20171224-0:10:9:443,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=0,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,['0']
